Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
29.0,Female,71.2,1.8,176.0,139.0,68.0,1.4,354.0,Cardio,10.0,3.4,2.0,3.0,31.75
55.0,Male,104.9,1.56,187.0,155.0,58.0,0.87,1260.0,\nStrength,27.8,3.5,3.0,1.0,12.68
34.0,Female,102.1,1.53,178.0,152.0,50.0,2.0,1783.0,Strength,26.5,2.1,3.0,1.0,38.34
31.0,Female,63.6,1.57,165.0,169.0,74.0,1.09,1148.0,Strength,15.1,3.4,4.0,1.0,13.15
26.0,Male,68.6,1.7,172.0,167.0,57.0,1.32,501.0,Yoga,25.4,1.5,3.0,2.0,18.29
33.0,Male,46.0,1.71,163.0,145.0,54.0,1.29,671.0,Yoga,21.4,3.1,2.0,3.0,14.68
39.0,Female,88.6,1.8,181.0,158.0,71.0,1.29,1296.0,Strength,24.3,2.8,4.0,1.0,18.634999999999998
36.0,Male,79.7,1.75,168.0,132.0,74.0,1.67,445.0,Strength,23.9,3.4,4.0,2.0,25.28
33.0,Female,108.7,1.75,199.0,131.0,74.0,0.86,1080.0,Yoga,24.1,1.9,3.0,1.0,16.46
45.0,Female,61.4,1.76,194.0,120.0,68.0,1.22,909.0,Strength,21.4,2.8,2.0,1.0,21.75
21.0,Female,69.2,1.87,168.0,127.0,68.0,1.47,1275.0,Yoga,24.1,2.9,5.0,3.0,14.59
52.0,Male,67.4,1.72,160.0,134.0,51.0,1.49,1307.0,Strength,17.0,2.6,2.0,2.0,15.39
29.0,Female,40.0,1.64,178.0,130.0,69.0,1.15,1093.0,HIIT,27.4,3.4,3.0,2.0,14.89
47.0,Female,46.0,1.58,172.0,147.0,72.0,1.37,1098.0,Strength,28.5,3.7,2.0,3.0,15.45
34.0,Male,89.1,1.78,174.0,120.0,51.0,1.52,574.0,Cardio,27.6,1.5,4.0,2.0,20.61
57.0,Male,70.4,1.72,181.0,161.0,57.0,1.3,983.0,Yoga,29.9,3.6,3.0,2.0,22.21
24.0,Male,65.7,1.84,165.0,146.0,74.0,1.59,954.0,Cardio,17.8,2.8,5.0,2.0,16.06
26.0,Male,82.2,1.69,189.0,139.0,70.0,1.45,1184.0,Yoga,10.0,2.5,5.0,2.0,18.01
32.0,Female,52.2,1.73,196.0,134.0,74.0,2.0,684.0,Strength,27.4,2.0,3.0,1.0,21.27
54.0,Male,128.7,1.91,192.0,146.0,58.0,1.97,1049.0,Cardio,22.9,2.7,4.0,2.0,23.32
18.0,Female,65.5,1.64,196.0,169.0,74.0,0.9,921.0,Strength,25.8,3.3,5.0,2.0,20.03
18.0,Female,110.3,1.76,168.0,169.0,55.0,1.86,1391.0,Strength,33.0,3.5,5.0,3.0,16.38
54.0,Male,42.7,1.72,191.0,153.0,74.0,2.0,987.0,Yoga,13.6,1.5,5.0,2.0,19.11
35.0,Female,98.0,1.59,179.0,141.0,62.0,1.04,729.0,Cardio,14.2,1.5,3.0,1.0,18.32
37.0,Female,94.5,1.84,160.0,158.0,61.0,1.2,1063.0,HIIT,26.6,2.6,3.0,2.0,12.32
30.0,Female,57.6,1.66,169.0,160.0,67.0,1.86,1332.0,Yoga,30.9,2.7,4.0,2.0,30.42
31.0,Male,40.0,1.74,194.0,155.0,68.0,1.4,716.0,HIIT,30.6,1.5,4.0,3.0,20.16
28.0,Male,40.3,1.69,166.0,169.0,69.0,0.5,864.0,Cardio,24.9,2.6,3.0,3.0,20.42
53.0,Male,60.8,1.66,199.0,121.0,69.0,1.12,926.0,Strength,26.5,3.6,4.0,1.0,12.32
56.0,Male,72.0,1.77,191.0,168.0,62.0,1.55,1144.0,Cardio,30.0,2.7,2.0,2.0,23.34
44.0,Male,94.4,1.75,163.0,154.0,58.0,1.66,881.0,HIIT,24.1,2.9,3.0,3.0,12.32
38.0,Male,71.0,1.84,190.0,120.0,53.0,1.93,1700.0,Cardio,24.7,3.1,3.0,3.0,21.97
34.0,Female,77.9,1.87,183.0,169.0,59.0,1.28,691.0,Strength,24.0,3.4,2.0,1.0,15.67
48.0,Male,52.6,1.63,182.0,129.0,54.0,2.0,1310.0,Strength,25.1,1.5,3.0,1.0,14.53
48.0,Female,62.9,1.67,198.0,164.0,64.0,0.84,1098.0,HIIT,24.5,3.3,5.0,1.0,24.26
33.0,Male,59.6,1.6,187.0,127.0,69.0,1.41,573.0,\tCardio,22.7,2.2,3.0,1.0,21.54
46.0,Female,50.0,1.5,182.0,149.0,64.0,1.44,929.0,Cardio,23.8,3.3,2.0,3.0,16.09
32.0,Female,104.3,1.83,160.0,146.0,64.0,1.83,1122.0,Yoga,22.1,2.8,4.0,2.0,16.99
36.0,Female,61.2,1.93,166.0,145.0,55.0,0.77,1015.0,HIIT,18.8,1.5,4.0,2.0,12.32
36.0,Female,82.5,1.66,166.0,134.0,50.0,0.95,640.0,Yoga,11.2,3.4,5.0,2.0,21.01
57.0,Female,58.3,1.73,164.0,132.0,50.0,1.48,492.0,HIIT,27.7,3.6,3.0,1.0,19.23
45.0,Male,61.6,1.95,176.0,146.0,64.0,1.12,1049.0,Strength,25.1,2.4,4.0,1.0,30.72
44.0,Male,64.2,1.7,181.0,139.0,62.0,1.3,1201.0,Yoga,23.2,3.3,2.0,2.0,15.79
31.0,Male,53.0,1.83,182.0,149.0,55.0,1.33,821.0,Strength,23.6,3.4,4.0,3.0,22.89
50.0,Female,69.6,1.9,172.0,127.0,74.0,1.37,303.0,Strength,26.2,1.5,3.0,1.0,29.91
38.0,Female,81.1,1.92,190.0,125.0,61.0,1.18,690.0,Yoga,26.1,3.1,4.0,3.0,17.99
49.0,Female,65.7,1.77,182.0,139.0,74.0,1.18,744.0,HIIT,26.8,3.1,2.0,2.0,23.0
21.0,Male,81.8,1.83,182.0,163.0,53.0,2.0,1159.0,Cardio,29.2,2.7,4.0,1.0,22.27
28.0,Female,91.2,1.77,164.0,162.0,55.0,1.28,648.0,Strength,25.4,3.3,2.0,2.0,18.88
52.0,Female,98.5,1.96,183.0,169.0,50.0,1.98,1515.0,Strength,24.3,2.2,5.0,1.0,35.08
22.0,Male,88.9,1.6,182.0,148.0,74.0,1.39,1386.0,HIIT,28.9,2.5,3.0,3.0,32.24
43.0,Male,88.5,1.72,185.0,131.0,67.0,1.48,1140.0,Cardio,23.6,3.3,4.0,1.0,28.7
46.0,Male,85.9,1.7,180.0,148.0,66.0,1.77,1088.0,HIIT,13.8,3.4,2.0,2.0,21.8
18.0,Male,56.5,1.86,193.0,129.0,54.0,1.4,901.0,HIIT,20.6,3.5,4.0,2.0,13.7
43.0,Female,65.2,1.97,184.0,121.0,72.0,1.1,594.0,HIIT,23.2,2.8,3.0,2.0,17.03
18.0,Male,71.9,1.54,170.0,121.0,59.0,1.48,658.0,HIIT,18.9,2.6,4.0,2.0,24.65
44.0,Male,66.8,1.72,191.0,136.0,68.0,1.34,1239.0,Cardio,31.5,2.8,4.0,2.0,22.21
55.0,Female,46.3,1.7,187.0,139.0,52.0,2.0,1130.0,Cardio,27.3,1.5,3.0,1.0,32.94
36.0,Male,93.2,1.63,181.0,153.0,55.0,1.21,389.0,Cardio,25.8,1.5,3.0,2.0,24.94
57.0,Male,72.4,1.65,168.0,162.0,56.0,1.71,1140.0,Yoga,10.9,2.5,4.0,1.0,28.3
41.0,Male,70.7,1.81,191.0,134.0,62.0,1.53,1381.0,Cardio,30.3,3.3,2.0,2.0,23.32
52.0,Female,45.0,1.75,196.0,143.0,74.0,2.0,926.0,Yoga,22.0,2.4,3.0,1.0,38.8
18.0,Female,74.8,1.83,165.0,144.0,63.0,1.66,1174.0,Cardio,22.9,3.1,2.0,2.0,15.29
31.0,Female,61.1,1.69,190.0,123.0,64.0,0.62,1227.0,HIIT,23.8,3.6,2.0,3.0,19.83
34.0,Female,44.3,1.76,180.0,129.0,58.0,1.85,494.0,Strength,25.8,3.2,4.0,3.0,16.48
20.0,Female,96.2,1.59,170.0,142.0,52.0,1.57,1305.0,Strength,10.2,2.8,3.0,1.0,21.72
47.0,Male,69.7,1.83,184.0,121.0,70.0,1.02,747.0,HIIT,30.2,1.9,5.0,1.0,20.78
33.0,Male,41.9,1.59,166.0,165.0,50.0,2.0,898.0,Strength,24.6,3.2,3.0,2.0,14.53
47.0,Female,52.9,1.67,180.0,142.0,72.0,1.11,770.0,\tCardio,22.9,1.5,3.0,2.0,30.5
58.0,Male,94.6,1.57,191.0,152.0,74.0,0.78,674.0,Cardio,10.2,3.3,3.0,1.0,22.94
47.0,Male,70.5,1.67,166.0,168.0,58.0,1.74,898.0,Strength,30.0,3.2,3.0,2.0,46.78
27.0,Female,40.0,1.76,192.0,169.0,56.0,2.0,602.0,HIIT,28.0,3.4,3.0,3.0,31.97
51.0,Male,51.6,1.83,194.0,161.0,67.0,2.0,1057.0,Yoga,27.6,2.2,3.0,1.0,24.12
18.0,Female,83.3,1.59,165.0,169.0,72.0,1.19,997.0,Strength,25.7,3.3,3.0,1.0,31.83
20.0,Male,67.7,1.84,193.0,122.0,66.0,1.19,900.0,Cardio,13.7,3.4,5.0,2.0,19.76
43.0,Male,57.8,1.78,197.0,163.0,52.0,1.42,1418.0,\tYoga,28.6,1.6,2.0,1.0,14.84
45.0,Male,59.0,1.87,199.0,157.0,55.0,1.11,613.0,Strength,18.2,3.2,2.0,1.0,31.55
29.0,Female,61.5,1.88,182.0,152.0,72.0,1.62,793.0,HIIT,24.2,3.3,4.0,3.0,23.84
18.0,Female,40.0,1.75,176.0,124.0,68.0,1.01,1536.0,HIIT,14.6,3.5,3.0,2.0,17.62
37.0,Male,79.6,1.68,180.0,137.0,67.0,2.0,920.0,Yoga,28.6,1.8,3.0,3.0,23.26
26.0,Female,68.6,1.75,184.0,140.0,60.0,1.26,681.0,HIIT,29.4,1.8,3.0,3.0,20.02
49.0,Female,77.9,1.75,196.0,169.0,64.0,1.24,1267.0,HIIT,24.8,3.5,3.0,2.0,14.38
23.0,Female,40.9,1.75,187.0,136.0,50.0,1.14,1135.0,Cardio,24.8,3.4,3.0,2.0,12.32
18.0,Male,68.7,1.77,161.0,169.0,68.0,1.01,1011.0,Cardio,27.3,3.5,3.0,2.0,17.0
23.0,Male,114.9,1.61,180.0,120.0,56.0,1.27,891.0,HIIT,28.0,3.3,3.0,1.0,22.67
47.0,Male,65.6,1.77,190.0,154.0,54.0,1.59,413.0,Strength,23.1,3.6,2.0,2.0,14.47
20.0,Female,90.9,1.69,198.0,142.0,74.0,1.35,927.0,Cardio,18.1,3.2,4.0,1.0,16.23
40.0,Male,61.0,1.89,196.0,123.0,71.0,1.45,625.0,Strength,27.4,3.6,3.0,1.0,23.16
18.0,Male,66.8,1.66,166.0,135.0,59.0,2.0,803.0,Yoga,23.2,3.0,2.0,1.0,12.56
56.0,Male,42.6,1.61,190.0,161.0,60.0,1.24,1260.0,HIIT,23.0,3.6,4.0,3.0,23.68
56.0,Female,88.8,1.7,173.0,129.0,52.0,1.79,933.0,Yoga,24.1,1.5,4.0,2.0,12.32
34.0,Female,83.2,1.64,171.0,164.0,69.0,1.19,1392.0,Yoga,22.9,3.5,3.0,1.0,14.97
38.0,Female,99.1,1.5,185.0,159.0,74.0,1.38,995.0,HIIT,17.8,1.5,4.0,1.0,24.56
43.0,Male,77.8,1.7,180.0,149.0,58.0,1.38,1643.0,Strength,14.9,2.8,5.0,1.0,16.55
18.0,Male,47.8,1.85,161.0,156.0,50.0,1.02,1265.0,Yoga,30.8,3.2,5.0,1.0,12.32
24.0,Male,40.0,1.82,168.0,120.0,74.0,1.28,303.0,Strength,25.0,3.6,3.0,1.0,17.95
35.0,Female,91.0,1.55,174.0,136.0,74.0,0.99,1216.0,Cardio,27.0,3.5,3.0,3.0,16.0
21.0,Male,86.3,1.74,184.0,169.0,61.0,1.85,993.0,Strength,24.9,3.4,2.0,2.0,22.21
26.0,Male,64.6,1.82,196.0,165.0,55.0,1.46,1699.0,Yoga,28.1,3.3,4.0,2.0,19.63
40.0,Female,49.6,1.7,169.0,146.0,72.0,1.6,921.0,Cardio,32.5,3.6,3.0,2.0,12.71
23.0,Female,59.6,1.81,160.0,146.0,71.0,1.54,1382.0,HIIT,22.6,2.8,5.0,2.0,12.32
46.0,Female,53.7,1.5,177.0,169.0,54.0,1.62,1245.0,Strength,26.8,3.7,4.0,3.0,22.71
55.0,Female,58.9,1.56,197.0,125.0,58.0,0.73,1103.0,Yoga,22.1,3.5,3.0,2.0,30.52
31.0,Male,79.4,1.58,163.0,125.0,74.0,1.49,663.0,Cardio,24.0,2.4,3.0,2.0,12.32
26.0,Male,83.1,1.52,163.0,139.0,51.0,1.95,925.0,Strength,10.0,2.8,3.0,1.0,20.05
31.0,Female,61.7,1.52,177.0,160.0,54.0,0.54,1266.0,Yoga,23.1,1.7,4.0,2.0,12.32
27.0,Male,66.6,1.7,171.0,149.0,73.0,1.43,1321.0,Strength,26.6,3.3,4.0,3.0,13.51
45.0,Female,106.3,1.84,172.0,123.0,61.0,1.15,1177.0,Strength,16.9,2.6,4.0,3.0,30.72
23.0,Female,73.2,1.58,175.0,169.0,65.0,1.54,1226.0,HIIT,25.0,2.4,3.0,2.0,24.85
48.0,Female,69.9,1.82,173.0,162.0,65.0,2.0,1724.0,Yoga,26.7,2.4,3.0,1.0,23.63
30.0,Female,62.3,1.53,185.0,153.0,68.0,1.3,1382.0,Yoga,20.5,1.6,2.0,2.0,34.48
48.0,Male,83.0,1.55,164.0,169.0,67.0,1.27,1287.0,Cardio,21.5,3.5,2.0,3.0,22.88
35.0,Male,75.4,1.64,198.0,167.0,63.0,1.14,1045.0,Yoga,20.5,1.5,3.0,2.0,30.23
30.0,Female,98.3,1.84,178.0,161.0,74.0,1.58,576.0,HIIT,23.3,1.6,3.0,2.0,16.15
38.0,Female,46.5,1.65,182.0,169.0,70.0,1.34,806.0,Cardio,24.1,3.5,2.0,1.0,12.32
44.0,Male,61.6,1.65,167.0,158.0,74.0,1.11,1223.0,Strength,23.8,2.9,4.0,1.0,15.25
31.0,Female,64.0,1.85,184.0,147.0,71.0,1.05,571.0,Strength,27.0,2.0,5.0,2.0,14.26
18.0,Male,59.1,1.69,180.0,155.0,57.0,1.99,1505.0,Yoga,27.5,1.9,4.0,1.0,17.36
24.0,Female,45.1,1.6,195.0,163.0,66.0,2.0,453.0,Cardio,31.2,1.6,2.0,2.0,22.88
18.0,Male,49.1,1.68,181.0,142.0,74.0,1.13,961.0,Yoga,23.7,3.1,3.0,1.0,15.28
18.0,Female,82.7,1.79,171.0,167.0,69.0,1.09,1305.0,HIIT,21.8,2.1,2.0,1.0,12.89
33.0,Male,85.0,1.73,161.0,128.0,64.0,1.34,812.0,Strength,16.6,3.2,4.0,1.0,13.34
21.0,Female,77.9,1.8,199.0,169.0,56.0,1.3,1171.0,Cardio,19.7,3.4,3.0,2.0,19.98
20.0,Male,40.0,1.52,192.0,151.0,63.0,1.5,572.0,HIIT,25.1,3.7,4.0,1.0,25.64
59.0,Male,44.8,1.67,189.0,130.0,63.0,1.29,1021.0,Strength,29.8,3.6,3.0,3.0,12.32
51.0,Female,66.4,1.77,184.0,147.0,55.0,0.97,1531.0,HIIT,33.1,3.6,3.0,3.0,14.27
50.0,Male,40.0,2.0,192.0,155.0,56.0,0.82,829.0,Strength,24.6,2.4,3.0,2.0,16.67
42.0,Male,96.2,1.63,164.0,148.0,74.0,1.38,887.0,Strength,16.3,1.6,2.0,3.0,25.15
45.0,Female,54.0,1.86,170.0,148.0,65.0,1.36,670.0,Cardio,28.9,3.5,3.0,2.0,16.72
22.0,Male,71.1,1.68,164.0,160.0,74.0,1.51,955.0,Cardio,10.0,3.3,4.0,2.0,16.09
47.0,Female,48.6,1.55,176.0,165.0,74.0,0.71,1305.0,Cardio,15.6,2.7,2.0,1.0,27.31
34.0,Female,100.1,1.97,192.0,164.0,73.0,2.0,1747.0,Yoga,25.5,1.5,4.0,2.0,22.68
51.0,Female,53.7,1.72,169.0,120.0,52.0,0.95,1234.0,HIIT,10.0,3.3,3.0,3.0,14.41
27.0,Male,83.5,1.67,162.0,129.0,65.0,1.48,1517.0,Yoga,25.8,3.3,2.0,1.0,18.45
18.0,Male,52.4,1.74,181.0,169.0,63.0,0.83,889.0,Strength,10.0,2.8,4.0,3.0,13.4
48.0,Male,89.5,1.61,170.0,153.0,57.0,1.38,1355.0,Strength,10.0,3.3,3.0,1.0,12.32
25.0,Female,58.2,1.64,165.0,169.0,71.0,1.92,984.0,Strength,20.8,3.3,4.0,3.0,19.05
51.0,Male,126.0,1.74,190.0,139.0,57.0,1.04,1108.0,Strength,27.3,3.2,2.0,1.0,22.63
58.0,Female,57.4,1.62,196.0,154.0,61.0,1.59,1015.0,Strength,15.0,2.1,3.0,1.0,25.02
32.0,Female,52.3,1.59,161.0,121.0,74.0,2.0,723.0,Strength,20.3,3.3,3.0,1.0,22.56
47.0,Female,40.0,1.85,192.0,139.0,57.0,1.2,697.0,Cardio,25.2,3.5,4.0,1.0,19.04
55.0,Female,129.6,1.84,188.0,139.0,58.0,1.28,1272.0,HIIT,19.2,3.5,3.0,1.0,18.38
33.0,Female,72.3,1.8,199.0,120.0,74.0,1.33,457.0,HIIT,26.5,2.3,4.0,2.0,12.32
28.0,Male,64.1,1.55,179.0,152.0,52.0,1.41,1091.0,HIIT,31.1,3.3,4.0,1.0,18.43
34.0,Male,66.7,1.55,186.0,169.0,55.0,1.48,781.0,Cardio,19.4,2.5,3.0,1.0,12.32
35.0,Male,44.9,1.92,168.0,123.0,67.0,1.29,572.0,Cardio,20.8,2.1,4.0,2.0,17.33
36.0,Female,90.0,1.69,180.0,160.0,72.0,2.0,717.0,HIIT,20.6,3.3,4.0,1.0,13.72
27.0,Male,77.7,1.76,167.0,131.0,74.0,1.36,448.0,HIIT,24.9,2.1,5.0,2.0,23.19
18.0,Male,100.0,1.73,192.0,166.0,56.0,1.22,1631.0,Strength,23.3,1.8,4.0,2.0,12.32
52.0,Male,83.4,1.52,176.0,142.0,56.0,1.45,596.0,HIIT,25.6,1.9,3.0,2.0,15.21
32.0,Female,46.5,1.83,176.0,128.0,74.0,1.01,1061.0,Cardio,10.0,2.5,4.0,3.0,14.63
37.0,Female,81.1,1.78,195.0,143.0,72.0,1.07,770.0,HIIT,22.5,2.5,3.0,2.0,12.51
31.0,Male,50.7,1.86,171.0,149.0,74.0,1.29,580.0,Cardio,24.3,3.6,3.0,2.0,21.13
23.0,Female,55.4,1.8,164.0,163.0,73.0,1.33,783.0,Strength,27.1,1.5,2.0,1.0,18.71
23.0,Female,40.0,1.8,160.0,136.0,62.0,1.85,1113.0,Strength,16.8,1.7,3.0,2.0,16.37
25.0,Female,76.2,1.87,184.0,148.0,69.0,1.96,809.0,HIIT,26.2,2.3,3.0,1.0,17.02
52.0,Male,84.5,1.75,180.0,158.0,71.0,2.0,830.0,Strength,14.1,1.5,4.0,3.0,18.25
59.0,Male,40.0,2.0,173.0,141.0,68.0,1.04,1331.0,Strength,27.0,3.7,2.0,1.0,43.74
37.0,Female,40.0,1.92,163.0,129.0,68.0,1.22,1025.0,Cardio,22.7,3.3,2.0,1.0,23.28
42.0,Female,55.6,1.63,176.0,134.0,74.0,1.41,384.0,Cardio,22.0,3.3,3.0,1.0,32.64
29.0,Male,73.6,1.82,162.0,141.0,55.0,1.5,1057.0,Cardio,25.2,2.1,2.0,2.0,30.41
29.0,Female,50.8,1.89,199.0,163.0,59.0,0.8,784.0,HIIT,35.0,2.5,3.0,2.0,22.37
27.0,Male,72.5,1.88,181.0,162.0,69.0,1.21,1120.0,HIIT,34.6,3.4,4.0,1.0,27.76
22.0,Male,128.4,1.73,166.0,169.0,50.0,1.53,914.0,HIIT,16.7,2.8,3.0,2.0,13.01
41.0,Male,74.7,1.84,170.0,169.0,57.0,1.37,1257.0,Strength,24.8,2.5,3.0,3.0,14.71
21.0,Female,94.4,1.69,197.0,155.0,61.0,1.94,1089.0,Strength,20.7,2.4,3.0,2.0,14.52
52.0,Male,57.5,1.87,174.0,149.0,70.0,1.05,880.0,Strength,12.5,2.5,2.0,2.0,12.32
32.0,Male,51.1,1.86,199.0,131.0,63.0,1.0,865.0,HIIT,34.8,3.2,3.0,1.0,21.49
30.0,Female,88.8,1.69,171.0,127.0,70.0,1.21,1097.0,Strength,25.6,3.4,3.0,1.0,19.29
31.0,Female,65.5,1.54,161.0,156.0,74.0,0.68,882.0,Cardio,28.9,2.6,4.0,1.0,12.32
23.0,Female,52.6,1.78,176.0,169.0,53.0,1.15,1384.0,Cardio,31.1,2.4,3.0,2.0,21.08
18.0,Male,57.5,1.74,193.0,154.0,70.0,1.16,1358.0,HIIT,33.9,3.7,4.0,3.0,12.32
52.0,Female,45.1,1.65,165.0,164.0,71.0,1.76,1380.0,Yoga,21.5,3.3,5.0,1.0,29.89
45.0,Male,98.7,1.77,183.0,132.0,74.0,1.32,400.0,Cardio,19.5,2.0,4.0,2.0,18.18
51.0,Male,63.0,1.78,161.0,152.0,50.0,1.33,1339.0,Strength,29.1,1.8,2.0,2.0,15.95
34.0,Female,101.5,1.57,184.0,120.0,55.0,1.02,601.0,Strength,17.7,2.3,5.0,2.0,46.11
18.0,Female,89.8,1.66,185.0,140.0,54.0,2.0,1283.0,HIIT,28.4,1.9,3.0,2.0,16.69
42.0,Male,43.5,1.56,192.0,159.0,57.0,1.96,555.0,Strength,25.3,3.6,3.0,2.0,28.64
28.0,Female,121.1,1.75,163.0,149.0,68.0,1.57,716.0,Strength,21.0,3.3,5.0,1.0,26.5
18.0,Male,46.3,2.0,167.0,169.0,64.0,1.29,1556.0,Yoga,22.5,2.6,2.0,3.0,17.38
35.0,Male,40.0,1.71,162.0,133.0,69.0,1.99,840.0,Yoga,20.2,3.2,4.0,2.0,27.14
56.0,Female,64.2,1.79,196.0,165.0,58.0,0.97,667.0,Cardio,15.9,3.3,4.0,1.0,12.32
18.0,Female,56.0,1.82,170.0,131.0,62.0,1.55,1249.0,HIIT,24.3,2.0,3.0,3.0,15.72
45.0,Male,43.8,1.73,161.0,169.0,72.0,1.97,1783.0,HIIT,24.9,3.5,4.0,3.0,15.83
32.0,Female,90.5,1.63,184.0,166.0,50.0,1.46,1217.0,Strength,31.3,2.0,5.0,1.0,12.99
42.0,Female,40.0,1.81,177.0,145.0,59.0,1.71,1065.0,HIIT,26.6,1.5,3.0,1.0,23.25
54.0,Male,72.6,1.56,172.0,165.0,69.0,1.26,966.0,HIIT,26.1,3.5,2.0,1.0,31.41
18.0,Male,40.0,1.58,181.0,164.0,52.0,1.08,1262.0,HIIT,24.7,3.2,4.0,1.0,28.07
34.0,Female,89.7,1.78,184.0,142.0,53.0,0.53,1662.0,HIIT,24.2,1.5,3.0,1.0,39.54
21.0,Female,59.7,1.65,191.0,138.0,68.0,0.95,539.0,HIIT,35.0,3.2,4.0,2.0,17.55
18.0,Male,42.0,1.82,188.0,137.0,67.0,0.77,589.0,HIIT,16.4,2.0,2.0,3.0,29.09
18.0,Male,57.9,2.0,168.0,156.0,50.0,1.05,689.0,Cardio,28.3,3.6,3.0,3.0,18.31
49.0,Female,50.2,1.7,164.0,169.0,73.0,0.75,622.0,Cardio,28.0,1.6,2.0,1.0,13.34
18.0,Female,40.0,1.8,187.0,158.0,71.0,1.24,665.0,\nStrength,24.1,1.7,2.0,2.0,14.93
18.0,Female,70.9,1.87,176.0,164.0,59.0,2.0,745.0,HIIT,28.2,3.2,4.0,2.0,15.74
26.0,Male,44.0,1.6,190.0,125.0,68.0,1.06,1246.0,Strength,21.1,2.7,2.0,2.0,15.5
31.0,Female,46.9,1.75,192.0,146.0,63.0,2.0,748.0,Cardio,15.3,1.7,4.0,2.0,12.48
49.0,Male,47.5,1.79,161.0,169.0,61.0,1.43,957.0,Strength,25.8,3.0,4.0,1.0,13.47
38.0,Male,69.0,1.82,170.0,133.0,53.0,1.24,1610.0,Strength,30.1,2.8,2.0,2.0,20.05
18.0,Female,59.1,2.0,181.0,123.0,72.0,1.94,901.0,HIIT,23.2,2.4,4.0,2.0,13.32
18.0,Female,74.6,1.71,169.0,143.0,54.0,1.49,1213.0,Strength,28.7,2.0,2.0,1.0,18.68
35.0,Male,98.6,1.55,184.0,141.0,59.0,2.0,1172.0,Cardio,27.8,3.2,2.0,2.0,23.47
29.0,Female,58.4,1.61,182.0,165.0,70.0,0.77,1259.0,HIIT,20.1,3.5,4.0,2.0,26.13
35.0,Female,76.1,1.81,181.0,153.0,74.0,2.0,1119.0,HIIT,17.7,3.3,2.0,1.0,26.86
38.0,Male,93.7,1.66,168.0,169.0,68.0,1.97,875.0,Cardio,29.0,3.4,4.0,2.0,13.87
42.0,Female,88.6,2.0,171.0,166.0,72.0,1.11,1335.0,Yoga,18.6,2.2,5.0,2.0,18.3
18.0,Male,49.9,1.77,191.0,123.0,74.0,1.4,626.0,Strength,25.9,3.4,2.0,2.0,24.35
42.0,Female,99.9,1.6,189.0,169.0,58.0,1.85,1099.0,HIIT,32.6,2.2,2.0,1.0,15.78
26.0,Female,58.6,1.78,198.0,143.0,74.0,1.59,1008.0,Cardio,21.1,2.2,3.0,1.0,44.77
36.0,Male,57.4,1.58,192.0,152.0,70.0,1.38,1137.0,Yoga,18.3,3.2,2.0,1.0,20.91
47.0,Male,48.1,1.71,185.0,129.0,74.0,0.87,1177.0,Strength,28.1,2.6,3.0,3.0,12.32
30.0,Male,60.1,1.93,187.0,140.0,58.0,1.48,875.0,HIIT,29.7,3.1,5.0,1.0,24.29
23.0,Female,88.0,2.0,193.0,128.0,70.0,1.24,399.0,HIIT,23.9,2.8,3.0,1.0,31.33
39.0,Female,62.5,1.74,162.0,141.0,58.0,1.27,699.0,Strength,24.2,1.8,3.0,1.0,17.6
38.0,Female,69.4,2.0,195.0,130.0,65.0,1.34,1197.0,Strength,19.5,2.6,3.0,3.0,14.99
20.0,Female,69.3,1.75,180.0,120.0,72.0,1.06,1421.0,Yoga,24.6,3.2,4.0,2.0,25.22
18.0,Male,52.6,1.76,175.0,154.0,50.0,1.17,1783.0,Yoga,21.0,3.0,3.0,2.0,30.92
39.0,Female,65.6,1.7,172.0,148.0,68.0,0.87,1709.0,HIIT,20.2,1.5,4.0,3.0,14.83
45.0,Male,71.4,1.73,179.0,140.0,52.0,1.56,1246.0,Strength,24.6,2.6,4.0,1.0,15.53
22.0,Male,80.6,1.71,176.0,139.0,60.0,2.0,957.0,Cardio,31.0,2.4,4.0,2.0,12.32
57.0,Female,43.5,2.0,172.0,159.0,59.0,1.73,530.0,Yoga,18.7,2.1,2.0,3.0,23.74
25.0,Female,72.6,1.7,161.0,168.0,51.0,1.28,1262.0,Strength,22.0,3.1,4.0,2.0,16.45
18.0,Male,87.5,1.76,169.0,160.0,60.0,2.0,1042.0,Yoga,22.4,3.3,2.0,3.0,21.79
50.0,Male,46.8,1.77,180.0,128.0,70.0,1.4,803.0,HIIT,17.0,3.3,4.0,1.0,21.83
27.0,Male,42.5,1.61,183.0,155.0,71.0,2.0,933.0,HIIT,22.9,1.6,2.0,1.0,18.634999999999998
43.0,Male,83.5,1.96,168.0,169.0,54.0,1.47,1522.0,Strength,24.3,2.1,4.0,2.0,24.03
18.0,Female,44.9,1.77,168.0,127.0,57.0,1.66,512.0,Strength,12.3,3.7,3.0,1.0,20.39
18.0,Male,63.9,1.71,164.0,140.0,66.0,1.48,785.0,Yoga,30.2,3.3,4.0,2.0,21.96
36.0,Female,67.5,1.71,173.0,146.0,60.0,1.1,511.0,HIIT,20.6,1.5,4.0,1.0,18.75
24.0,Female,59.0,1.68,181.0,132.0,56.0,1.17,1186.0,\tCardio,24.2,3.4,3.0,3.0,14.37
